$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3,#ImageLink4
147134,RF-28980,Altai Police,Mil Mi-8,MI8,Pol,Police Squad,Ment,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Altai_Krai_Police,,,,
AB486E,N826PD,Anaheim Police Dept,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.anaheim.net/171/Police-Department,,,,
A385E3,N326PD,Anaheim Police Dept,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.anaheim.net/171/Police-Department,https://cdn.jetphotos.com/full/6/74298_1491000061.jpg,https://cdn.jetphotos.com/full/4/58678_1374558140.jpg,,
A1F894,N226PD,Anaheim Police Dept,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.anaheim.net/171/Police-Department,,,,
E0D48D,LQ-MRM,Argentine Federal Police,Cessna Citation I,C500,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/2/72254_1300781626.jpg,,,
E085CE,LQ-HWN,Argentine Federal Police,Eurocopter EC135,EC35,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/6/90159_1629416697.jpg,https://cdn.jetphotos.com/full/6/91419_1592142238.jpg,https://cdn.jetphotos.com/full/5/40133_1578896899.jpg,
E06447,LQ-FQG,Argentine Federal Police,Eurocopter EC135 P1,EC35,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/6/74328_1587391577.jpg,,,
E08581,LQ-HVA,Argentine Federal Police,Eurocopter EC145,EC45,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/5/26032_1540913170.jpg,,,
E0240C,LV-BPL,Argentine Federal Police,Learjet 35A,LJ35,Pol,Police Squad,Policia,Bizjet,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/5/41870_1590997438.jpg,https://cdn.jetphotos.com/full/2/30274_1303685288.jpg,https://cdn.jetphotos.com/full/1/57658_1295187269.jpg,
E0A0D1,LQ-JCQ,Argentine Federal Police,Pilatus PC-12 47E,PC12,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,,,,
E2002F,GN-807,Argentine Federal Police,Pilatus PC-6,PC6T,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/6/32564_1514569446.jpg,https://cdn.jetphotos.com/full/5/99375_1417115161.jpg,,
E0A111,LQ-JDQ,Argentine Federal Police,Pilatus PC-6,PC6T,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,,,,
E075CB,LV-GWK,Argentine Federal Police,Robinson R44,R44,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/5/59248_1553964942.jpg,,,
E20086,GN-816,Argentine Federal Police,SOCATA TBM 700B,TBM8,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Argentine_Federal_Police,https://cdn.jetphotos.com/full/6/79074_1521412343.jpg,https://cdn.jetphotos.com/full/6/89705_1482716752.jpg,,
4850CA,P4-POL,Aruba Police,Bell 206L Long Ranger,B06,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Aruba_Police_Force,,,,
AC917C,N909K,Austin Police Dept,Bell OH-58C Kiowa,B06,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.austintexas.gov/department/police,https://cdn.jetphotos.com/full/2/57643_1057018182.jpg,,,
A8F547,N67662,Austin Police Dept,Bell TH-67A Creek,B06,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.austintexas.gov/department/police,,,,
A820F8,N6227,Austin Police Dept,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.austintexas.gov/department/police,https://www.airport-data.com/images/aircraft/000/959/959924.jpg,https://www.airport-data.com/images/aircraft/000/976/976572.jpg,https://www.airport-data.com/images/aircraft/001/400/001400909.jpg,
A064FB,N1240W,Austin Police Dept,Eurocopter EC120B Colibri,EC20,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.austintexas.gov/department/police,,,,
7C1563,VH-EID,Australian Federal Police,B350 Super King Air,B350,Pol,Police Squad,Coppa,Surveillance,Police Forces,https://www.afp.gov.au,https://cdn.jetphotos.com/full/6/45632_1622627766.jpg,https://cdn.jetphotos.com/full/6/64173_1614373942.jpg,https://cdn.jetphotos.com/full/5/96864_1613785656.jpg,
4400E2,OE-BXT,Austrian Police,Bell 206B Jet Ranger,B06,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/35088_1599690411.jpg,https://cdn.jetphotos.com/full/2/29092_1284303914.jpg,https://cdn.jetphotos.com/full/2/94985_1284303965.jpg,
4404B6,OE-BXO,Austrian Police,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/6/73303_1606166359.jpg,https://cdn.jetphotos.com/full/6/73303_1606166359.jpg,https://cdn.jetphotos.com/full/6/44576_1601150080.jpg,
4404B5,OE-BXN,Austrian Police,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/6/34728_1630255074.jpg,https://cdn.jetphotos.com/full/6/35143_1601148795.jpg,https://cdn.jetphotos.com/full/1/17511_1180029059.jpg,
440027,OE-BXH,Austrian Police,Eurocopter AS350 Squirrel,AS50,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/55033_1569684120.jpg,https://cdn.jetphotos.com/full/6/64311_1499092229.jpg,https://cdn.jetphotos.com/full/5/60984_1492539966.jpg,
4404B2,OE-BXS,Austrian Police,Eurocopter EC135,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/6/55388_1609086272.jpg,,,
4404AF,OE-BXR,Austrian Police,Eurocopter EC135,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/33111_1625064051.jpg,https://cdn.jetphotos.com/full/6/95265_1567887765.jpg,https://cdn.jetphotos.com/full/2/67850_1238917976.jpg,
4404AC,OE-BXQ,Austrian Police,Eurocopter EC135,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/22756_1632675022.jpg,,,
44041E,OE-BXC,Austrian Police,Eurocopter EC135 P2,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/6/71674_1592600324.jpg,https://cdn.jetphotos.com/full/5/83879_1544226654.jpg,https://cdn.jetphotos.com/full/5/63176_1529925574.jpg,
44041D,OE-BXB,Austrian Police,Eurocopter EC135 P2,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/6/56043_1628520886.jpg,https://cdn.jetphotos.com/full/6/24720_1609777180.jpg,https://cdn.jetphotos.com/full/6/38218_1539026990.jpg,
440329,OE-BXZ,Austrian Police,Eurocopter EC135 P2,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/87976_1503057339.jpg,https://cdn.jetphotos.com/full/2/39671_1216548300.jpg,,
440328,OE-BXY,Austrian Police,Eurocopter EC135 P2,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/79050_1432399971.jpg,https://cdn.jetphotos.com/full/5/46916_1425414004.jpg,https://cdn.jetphotos.com/full/5/12366_1425413908.jpg,
440327,OE-BXG,Austrian Police,Eurocopter EC135 P2,EC35,Pol,Police Squad,You Aint Seen Me Right,Copper Chopper,Police Forces,https://tinyurl.com/ywbmh3ds,https://cdn.jetphotos.com/full/5/19334_1629724292.jpg,https://cdn.jetphotos.com/full/5/42350_1628441080.jpg,https://cdn.jetphotos.com/full/6/27601_1565451651.jpg,
145211,RF-21009,Bashkortostan Police,Kamov Ka-226,K226,Pol,Police Squad,Ment,Copper Chopper,Police Forces,https://tinyurl.com/4932awzu,https://cdn.jetphotos.com/full/5/67569_1488698340.jpg,,,
A1F4DD,N225PD,Baton Rouge Police Dept,Bell 206B Jet Ranger,B06,Pol,Police Squad,The Cops,Copper Chopper,Police Forces,https://www.brla.gov/203/Police-Department,,,,
44C1E2,G-04,Belgian Federal Police,Cessna 182 Skylane,C182,Pol,Police Squad,Waffles,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/5/49108_1448354765.jpg,https://cdn.jetphotos.com/full/3/93194_1381661469.jpg,https://cdn.jetphotos.com/full/2/18560_1280859260.jpg,
44C1E1,G-01,Belgian Federal Police,Cessna 182 Skylane,C182,Pol,Police Squad,Waffles,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/5/93175_1425757197.jpg,https://cdn.jetphotos.com/full/6/60493_1425630692.jpg,https://cdn.jetphotos.com/full/6/91210_1423903431.jpg,
44C1E4,G-15,Belgian Federal Police,MD 520N,MD52,Pol,Police Squad,You Aint Seen Me Right,NOTAR,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/6/73862_1552380967.jpg,https://cdn.jetphotos.com/full/5/53915_1551033190.jpg,https://cdn.jetphotos.com/full/6/51170_1519406563.jpg,
44C1E3,G-14,Belgian Federal Police,MD 520N,MD52,Pol,Police Squad,Waffles,NOTAR,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/5/72374_1574890183.jpg,https://cdn.jetphotos.com/full/5/78470_1568415437.jpg,https://cdn.jetphotos.com/full/6/55387_1499796554.jpg,
44C1EA,G-17,Belgian Federal Police,MD 900 Explorer,EXPL,Pol,Police Squad,You Aint Seen Me Right,NOTAR,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/5/45862_1637614200.jpg,https://cdn.jetphotos.com/full/5/74891_1626110026.jpg,https://cdn.jetphotos.com/full/6/14505_1619600239.jpg,
44C1E9,G-16,Belgian Federal Police,MD 900 Explorer,EXPL,Pol,Police Squad,You Aint Seen Me Right,NOTAR,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/5/91725_1598037830.jpg,https://cdn.jetphotos.com/full/5/65963_1589096104.jpg,https://cdn.jetphotos.com/full/5/41999_1572721892.jpg,
44C1E8,G-12,Belgian Federal Police,MD 900 Explorer,EXPL,Pol,Police Squad,You Aint Seen Me Right,NOTAR,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/5/16324_1591395016.jpg,https://cdn.jetphotos.com/full/6/23672_1583436918.jpg,https://cdn.jetphotos.com/full/6/23672_1583436918.jpg,
44C1E5,G-10,Belgian Federal Police,MD 900 Explorer,EXPL,Pol,Police Squad,You Aint Seen Me Right,NOTAR,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Belgium),https://cdn.jetphotos.com/full/6/34360_1635018652.jpg,https://cdn.jetphotos.com/full/5/80899_1633217626.jpg,https://cdn.jetphotos.com/full/5/30266_1621083109.jpg,
03005D,BPS-14,Botswana Police Service,Enstrom 480B,EN48,Pol,Police Squad,Botho,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Botswana_Police_Service,,,,
03005C,BPS-12,Botswana Police Service,Enstrom 480B,EN48,Pol,Police Squad,Botho,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Botswana_Police_Service,,,,
03005B,BPS-11,Botswana Police Service,Enstrom 480B,EN48,Pol,Police Squad,Botho,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Botswana_Police_Service,,,,
E494D4,PP-FOY,Brazilian Federal Police,B350C Super King Air,B350,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_of_Brazil,https://cdn.jetphotos.com/full/5/93293_1628171463.jpg,https://cdn.jetphotos.com/full/5/86999_1617915089.jpg,https://cdn.jetphotos.com/full/5/58463_1593103128.jpg,
E48E9F,PR-DOA,Brazilian Federal Police,Cessna 208 Caravan,C208,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_of_Brazil,https://cdn.jetphotos.com/full/5/72648_1626662520.jpg,https://cdn.jetphotos.com/full/6/41053_1596671961.jpg,https://cdn.jetphotos.com/full/6/36721_1577904658.jpg,
E47DFD,PR-DPF,Brazilian Federal Police,Embraer ERJ-145 ER,E145,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_of_Brazil,https://cdn.jetphotos.com/full/6/27920_1638827342.jpg,https://cdn.jetphotos.com/full/6/21949_1611977121.jpg,https://cdn.jetphotos.com/full/6/21949_1611977121.jpg,
E48421,PR-PFN,Brazilian Federal Police,Embraer ERJ-145 LR,E145,Pol,Police Squad,Policia,Surveillance,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_of_Brazil,https://cdn.jetphotos.com/full/6/98639_1638988218.jpg,https://cdn.jetphotos.com/full/6/93206_1632708670.jpg,https://cdn.jetphotos.com/full/5/18570_1630444826.jpg,
E02253,LQ-BIS,Buenos Aires Police,AS350 Squirrel,AS50,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Buenos_Aires_Provincial_Police,https://cdn.jetphotos.com/full/5/64723_1599796435.jpg,https://cdn.jetphotos.com/full/1/10669_1283658753.jpg,https://cdn.jetphotos.com/full/2/65733_1269201378.jpg,
E0224F,LQ-BIO,Buenos Aires Police,AS350 Squirrel,AS50,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Buenos_Aires_Provincial_Police,https://cdn.jetphotos.com/full/5/75408_1642189304.jpg,https://cdn.jetphotos.com/full/6/28355_1634334563.jpg,https://cdn.jetphotos.com/full/6/77535_1605301467.jpg,
E0214E,LQ-BEN,Buenos Aires Police,AS350 Squirrel,AS50,Pol,Police Squad,Policia,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Buenos_Aires_Provincial_Police,https://cdn.jetphotos.com/full/6/86908_1607192265.jpg,https://cdn.jetphotos.com/full/6/97884_1557703868.jpg,https://cdn.jetphotos.com/full/6/55682_1491960066.jpg,
3DF3B7,D-HMNV,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/51618_1618860735.jpg,,,
3DDDE5,D-HEGZ,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/64686_1442696084.jpg,,,
3DDDE4,D-HEGY,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/63863_1619329528.jpg,https://cdn.jetphotos.com/full/6/94668_1607541600.jpg,https://cdn.jetphotos.com/full/6/31886_1596727219.jpg,
3DDDE3,D-HEGX,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),,,,
3DDDE2,D-HEGW,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/72260_1604231393.jpg,https://cdn.jetphotos.com/full/6/72869_1597845409.jpg,https://cdn.jetphotos.com/full/6/61740_1496690992.jpg,
3DDDE0,D-HEGU,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/68463_1636496563.jpg,https://cdn.jetphotos.com/full/6/85230_1605029712.jpg,https://cdn.jetphotos.com/full/4/74633_1311361688.jpg,
3DDDDF,D-HEGT,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/61614_1626904461.jpg,https://cdn.jetphotos.com/full/5/77531_1603269862.jpg,https://cdn.jetphotos.com/full/5/66602_1579892477.jpg,
3DDDDE,D-HEGS,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/58590_1622654921.jpg,https://cdn.jetphotos.com/full/5/23889_1617722409.jpg,https://cdn.jetphotos.com/full/5/54139_1560375281.jpg,
3DDDDD,D-HEGR,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),,,,
3DDDDC,D-HEGQ,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/41830_1559070575.jpg,,,
3DDDDB,D-HEGP,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/29759_1613753507.jpg,https://cdn.jetphotos.com/full/6/79750_1454635325.jpg,https://cdn.jetphotos.com/full/4/64676_1310498156.jpg,
3DDDDA,D-HEGO,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/90688_1636567555.jpg,https://cdn.jetphotos.com/full/5/42517_1568893271.jpg,https://cdn.jetphotos.com/full/6/63353_1529867678.jpg,
3DDDD8,D-HEGM,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/89167_1602329964.jpg,https://cdn.jetphotos.com/full/6/94971_1602221039.jpg,https://cdn.jetphotos.com/full/5/40766_1503509074.jpg,
3DDDD7,D-HEGL,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/73618_1606905607.jpg,https://cdn.jetphotos.com/full/6/87015_1589903987.jpg,https://cdn.jetphotos.com/full/5/91094_1580379396.jpg,
3DDDD6,D-HEGK,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/31165_1638632900.jpg,https://cdn.jetphotos.com/full/6/95105_1614177794.jpg,https://cdn.jetphotos.com/full/5/31122_1465724795.jpg,
3DDDD4,D-HEGI,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/80560_1636973447.jpg,https://cdn.jetphotos.com/full/5/71495_1631347315.jpg,https://cdn.jetphotos.com/full/5/80381_1616631224.jpg,
3DDDD3,D-HEGH,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/17679_1605447061.jpg,https://cdn.jetphotos.com/full/5/50657_1595156629.jpg,https://cdn.jetphotos.com/full/5/25984_1559415085.jpg,
3DDDD2,D-HEGG,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/53429_1615153772.jpg,https://cdn.jetphotos.com/full/6/75521_1613415002.jpg,https://cdn.jetphotos.com/full/6/10100_1565603295.jpg,
3DDDD1,D-HEGF,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/17719_1527754820.jpg,https://cdn.jetphotos.com/full/3/67492_1311008826.jpg,https://cdn.jetphotos.com/full/2/50701_1288969429.jpg,
3DDDD0,D-HEGE,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/21534_1597849405.jpg,https://cdn.jetphotos.com/full/5/41395_1500885877.jpg,https://cdn.jetphotos.com/full/5/72429_1487620432.jpg,
3DDDCF,D-HEGD,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/96548_1636845078.jpg,https://cdn.jetphotos.com/full/5/94586_1636408293.jpg,https://cdn.jetphotos.com/full/6/72588_1585073401.jpg,
3DDDCE,D-HEGC,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/81318_1499420906.jpg,https://cdn.jetphotos.com/full/6/95920_1433953530.jpg,https://cdn.jetphotos.com/full/3/19990_1377713744.jpg,
3DDDCC,D-HEGA,Bundespolizei,Eurocopter AS332 Super Puma,AS32,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/99905_1602251965.jpg,https://cdn.jetphotos.com/full/6/10922_1562407754.jpg,https://cdn.jetphotos.com/full/6/70093_1562020152.jpg,
3E02F0,D-HSHS,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/60383_1616203323.jpg,https://cdn.jetphotos.com/full/6/47785_1601881236.jpg,https://cdn.jetphotos.com/full/5/95050_1581615798.jpg,
3E02E8,D-HSHK,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/73059_1627939658.jpg,https://cdn.jetphotos.com/full/5/19870_1617693920.jpg,https://cdn.jetphotos.com/full/6/60772_1606589406.jpg,
3E02E6,D-HSHI,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/59723_1637503549.jpg,https://cdn.jetphotos.com/full/6/26631_1601112042.jpg,https://cdn.jetphotos.com/full/6/27400_1590722529.jpg,
3E02E4,D-HSHG,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/58051_1570867593.jpg,https://cdn.jetphotos.com/full/6/14183_1551133442.jpg,,
3E02E3,D-HSHF,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/37579_1581848700.jpg,https://cdn.jetphotos.com/full/6/73935_1552208300.jpg,,
3E02E2,D-HSHE,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/77505_1527755767.jpg,https://cdn.jetphotos.com/full/6/62142_1482744716.jpg,https://cdn.jetphotos.com/full/5/43187_1457494287.jpg,
3E02E1,D-HSHD,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/28731_1614792443.jpg,https://cdn.jetphotos.com/full/6/99942_1559227051.jpg,https://cdn.jetphotos.com/full/5/54383_1490211712.jpg,
3E02E0,D-HSHC,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/12146_1618861076.jpg,https://cdn.jetphotos.com/full/6/50649_1568122279.jpg,https://cdn.jetphotos.com/full/6/87302_1527755145.jpg,
3E02DF,D-HSHB,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/5/79582_1519914744.jpg,https://cdn.jetphotos.com/full/6/23012_1468136283.jpg,https://cdn.jetphotos.com/full/5/84790_1457378967.jpg,
3DD45E,D-HARE,Bundespolizei,Eurocopter EC120B Colibri,EC20,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/6/73724_1638632846.jpg,https://cdn.jetphotos.com/full/5/33672_1617211043.jpg,https://cdn.jetphotos.com/full/6/77342_1601317376.jpg,
3E0A46,D-HVBY,Bundespolizei,Eurocopter EC135,EC35,Pol,Eye In The Sky,Police Squad,Copper Chopper,Police Forces,https://en.wikipedia.org/wiki/Federal_Police_(Germany),https://cdn.jetphotos.com/full/1/99663_1219500386.jpg,,,
