$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
510045,EW-275TI,Ruby Star Airways,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5100C6,EW-483TI,Ruby Star Airways,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5100C7,EW-484TI,Ruby Star Airways,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5100C8,EW-485TI,Ruby Star Airways,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
510081,EW-383TH,Ruby Star Airways,Ilyushin IL-76 TD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
60005F,EW-412TH,Ruby Star Airways,Ilyushin IL-76 TD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
60184F,EZ-F426,Turkmenistan Airlines,Ilyushin IL-76 TD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
601850,EZ-F427,Turkmenistan Airlines,Ilyushin IL-76 TD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
50815B,UR-CAH,Ukraine Air Alliance,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508341,UR-CNT,Ukraine Air Alliance,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508190,UR-CGW,Ukraine Air Alliance,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508191,UR-CGV,Ukraine Air Alliance,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
50855E,UR-CAK,Ukraine Air Alliance,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5080BB,UR-CZZ,Ukraine Air Alliance,Antonov An-12 TB,AN12,Civ,Ere Me Now,Old,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
50FF39,78820,Ukraine Air Force,Ilyushin IL-76 MD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ukrainian_Air_Force
15407A,RA-82042,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15407B,RA-82043,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15407C,RA-82044,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15407D,RA-82045,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15407E,RA-82046,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15407F,RA-82047,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
154094,RA-82068,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15409D,RA-82077,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15409E,RA-82078,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
15409F,RA-82079,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
1540A1,RA-82081,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
152AD7,RA-76503,Volga-Dnepr Airlines,Ilyushin IL-76 TD-90VD,IL76,Civ,Chonky Boy,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
152ADF,RA-76511,Volga-Dnepr Airlines,Ilyushin IL-76 TD-90VD,IL76,Civ,Chonky Boy,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
152C96,RA-76950,Volga-Dnepr Airlines,Ilyushin IL-76 TD-90VD,IL76,Civ,Chonky Boy,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
152C97,RA-76951,Volga-Dnepr Airlines,Ilyushin IL-76 TD-90VD,IL76,Civ,Chonky Boy,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
152C98,RA-76952,Volga-Dnepr Airlines,Ilyushin IL-76 TD-90VD,IL76,Civ,Chonky Boy,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
5083A2,UR-CQD,Vulkan Air,Antonov An-26 B,AN26,Civ,Vashe Zdorovye,Vashe Zdorovye,,Da Comrade,https://vulkanair.com
5083A3,UR-CQE,Vulkan Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
5083C0,UR-CQV,Vulkan Air,Antonov An-26 B,AN26,Civ,Vashe Zdorovye,Vashe Zdorovye,,Da Comrade,https://vulkanair.com
AA3410,N757AF,DJT Operations,Boeing 757-200,B752,Civ,Original Nuttah,Orange Danger,,Dictator Alert,https://data.dictatoralert.org/dictatorships
A9B67C,N725DT,DT Endeavour,Cessna 750,C750,Civ,Original Nuttah,Orange Danger,,Dictator Alert,https://data.dictatoralert.org/dictatorships
710277,HZ-AS99,Saudi Royal Flight,Airbus A318-100 ACJ,A318,Civ,Dictator Alert,Mohammed bin Salman,,Dictator Alert,https://data.dictatoralert.org/dictatorships
710094,HZ-AS44,Saudi Royal Flight,Airbus A320-200,A320,Civ,Dictator Alert,Mohammed bin Salman,,Dictator Alert,https://data.dictatoralert.org/dictatorships
710096,HZ-AS45,Saudi Royal Flight,Airbus A320-200,A320,Civ,Dictator Alert,Mohammed bin Salman,,Dictator Alert,https://data.dictatoralert.org/dictatorships
71010B,HZ-124,Saudi Special Flight Services,Airbus A340-200,A342,Civ,Dictator Alert,Mohammed bin Salman,,Dictator Alert,https://data.dictatoralert.org/dictatorships
4069E7,G-OSRA,2 Excel Aviation,Boeing 727 2S2F,B722,Civ,Specialist,Old,,Distinctive,https://www.2excelaviation.com/our-activity
406C5D,G-OSRB,2 Excel Aviation,Boeing 727 2S2F,B722,Civ,Specialist,Old,,Distinctive,https://www.2excelaviation.com/our-activity
AA4395,N760X,Aerotechnics Aviation,Morane-Saulnier MS.760 Paris,MS76,Civ,Quads,Training Wheels,,Distinctive,https://en.wikipedia.org/wiki/Morane-Saulnier_MS.760_Paris
4B3E7A,HB-XRE,Air Glaciers,Aerospatiale Lama SA.315B,LAMA,Civ,Hiiiiiigh In The Sky,Choppa,,Distinctive,https://verticalmag.com/features/the-mountain-king
394A60,F-GSTA,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A61,F-GSTB,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A62,F-GSTC,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A63,F-GSTD,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A65,F-GSTF,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
38FCBB,F-GXLG,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga_XL
395D67,F-GXLH,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga_XL
395D68,F-GXLI,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga_XL
863B93,JA6955,Akagi Helicopter,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
4B3F1E,HB-XXM,Alouette Swiss AG,Alouette III SE.316B,ALO3,Civ,Choppa,I Am Old,,Distinctive,https://en.wikipedia.org/wiki/A%C3%A9rospatiale_Alouette_III
4B2F17,HB-RVR,Amici dell Hunter,Hawker Hunter T.68,HUNT,Civ,Old,Fighter,,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
5081F4,UR-CIP,Artic Group,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
5081F5,UR-CIQ,Artic Group,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
5081F6,UR-CIR,Artic Group,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
50821C,UR-CIT,Artic Group,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
5.08E+11,UR-CIO,Artic Group,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
50821B,UR-CIS,Artic Group,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
508295,UR-CIW,Artic Group,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.articgroup.ch
147B68,RA-31592,Aviakrug,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147986,RA-31110,Avialift Vladivostok,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147920,RA-31008,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
14792D,RA-31021,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147B56,RA-31574,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147B5D,RA-31581,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147B66,RA-31590,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147B67,RA-31591,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147921,RA-31009,Avialift Vladivostok,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
147B55,RA-31573,Avialift Vladivostok,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.avialiftvladivostok.com
A046CB,N117GA,Berlin Airlift Historical Foundation,Boeing C-97G Stratofreighter,C97,Civ,Old Stuff,Angel of Deliverance,,Distinctive,http://www.spiritoffreedom.org/yc97a.html
A25188,N249BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
A999DF,N718BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
AA0CA7,N747BC,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
AA90A0,N780BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
AA340A,N757A,Boeing,Boeing 757-200,B752,Civ,Testbed,One Ping Only Vasily,,Distinctive,https://www.air-and-space.com/757%20F-22%20Testbed%20N757A.htm
A4EC77,N416X,Boeing,Candair T33 Mk3,T33,Civ,Testbed,One Ping Only Vasily,,Distinctive,https://cdn.jetphotos.com/full/6/17868_1607897976.jpg
71D289,HL9289,Chang-Woon Aviation,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
400D37,G-NFLA,Cranfield University,BAe-3102 Jetstream 31,JS31,Civ,Vomit Comet,Flying Classroom,,Distinctive,https://www.aerosociety.com/news/a-lesson-in-the-flying-classroom
407B4E,G-NFLB,Cranfield University,SAAB 340 B,SF34,Civ,Vomit Comet,Flying Classroom,,Distinctive,https://www.aero-mag.com/national-flying-laboratory-centre-saab-340b/
AA0D27,N747GF,General Electric,Boeing 747-446,B744,Civ,5 Engines,Testbed,,Distinctive,https://cdn.airplane-pictures.net/images/uploaded-images/2019/8/17/1224376.jpg
A03ECF,N115AJ,Google,Alpha Jet,AJET,Civ,Cool,Must Be Nice,,Distinctive,https://www.businessinsider.com/2008/10/the-newest-google-plane-is-a-fighter-jet-?r=US&IR=T
147919,RA-31001,GosNII MGA,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
71CA95,HL9295,Hanbelhelrikopta,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B69,RA-31593,Heli-Union,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
C05FD2,C-GKHL,Helinka SAC,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
4B3DC0,HB-XKA,Heliswiss,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.heliswissinternational.com/en/
4B3DC4,HB-XKE,Heliswiss,Kamov Ka-32 A12,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://www.heliswissinternational.com/en/
00AEB7,ZS-RRI,Helitrans Helicopters,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
AA34CE,N757HW,Honeywell Intl,Boeing 757-225,B752,Civ,Id Get That Seen Too,Testbed,,Distinctive,https://www.air-and-space.com/20100201%20N757HW.htm
403AF7,G-BWGF,Horizon Flight Training,BAC Jet Provost T.5A,JPRO,Civ,Old,Flying Rust Bucket,,Distinctive,https://www.horizonaircraftservices.com
4B2F1B,HB-RVV,Hunter Flying Group,Hawker Hunter T.68,HUNT,Civ,Old,Fighter,,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
4B2F18,HB-RVS,Hunter Verein Obersimmental,Hawker Hunter F.58,HUNT,Civ,Old,Fighter,,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
147987,RA-31111,Kamov OKB,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.aviastar.org/people/kamov/index.html
147988,RA-31112,Kamov OKB,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.aviastar.org/people/kamov/index.html
147956,RA-31062,Kamov OKB,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,http://www.aviastar.org/people/kamov/index.html
A4B50C,N402LC,Lynden Air Cargo,C-130H Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
898080,P2-LAD,Lynden Air Cargo,L100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
4850AD,P4-LAS,Lynden Air Cargo,L100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
484497,P4-LAE,Lynden Air Cargo,Lockheed L382G Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
4850BA,P4-LAC,Lynden Air Cargo,Lockheed L382G Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
A4CB56,N408LC,Lynden Air Cargo,Lockheed L382G Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
A4CF0D,N409LC,Lynden Air Cargo,Lockheed L382G Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,,Distinctive,http://www.lynden.com/lac
406C65,G-JWMA,Martin Baker Aircraft,Gloster Meteor T7,METR,Civ,Old,Jump Johnny Jump,,Distinctive,https://martin-baker.com
147961,RA-31073,MChS Rossii,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148046,RF-32838,MChS Rossii,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148020,RF-32800,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148021,RF-32801,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148022,RF-32802,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148023,RF-32803,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148024,RF-32804,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148025,RF-32805,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148026,RF-32806,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
148027,RF-32807,MChS Rossii,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
147FF4,RF-32756,MChS Rossii,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Russia)
147960,RA-31072,Moscow Aviation Centre,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.mai.ru/
508056,UR-74026,Motor Sich Aviakompania,Antonov An-74TK-200,AN72,Civ,Odd,Chonky Boy,,Distinctive,https://en.wikipedia.org/wiki/Antonov_An-74
147922,RA-31010,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147962,RA-31074,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B6D,RA-31597,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
AB2EC4,N82CR,Northrop Grumman,Gulfstream II,GLF2,Civ,Testbed,One Ping Only Vasily,,Distinctive,https://cdn.jetphotos.com/full/6/73446_1540788180.jpg
38CF9B,F-WNOV,Novespace/CNES,Airbus A310-304,A310,Civ,Vomit Comet,Pass The Sick Bag,,Distinctive,https://www.airzerog.com/the-airbus-a310-zero-g
147B6E,RA-31598,Operator Unknown,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
14792A,RA-31018,Operator Unknown,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
14795A,RA-31066,Operator Unknown,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B71,RA-31601,Operator Unknown,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B65,RA-31589,Panh Air,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147958,RA-31064,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B53,RA-31571,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B5B,RA-31579,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B58,RA-31576,Panh Air,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147B59,RA-31577,Panh Air,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
147966,RA-31078,Panh Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
C0775C,C-GTFF,Pratt & Whitney Engine Services,Boeing 747SP-B5,B74S,Civ,5 Engines,Testbed,,Distinctive,https://en.wikipedia.org/wiki/Pratt_%26_Whitney
C027B3,C-FPAW,Pratt & Whitney Engine Services,Boeing 747SP-J6,B74S,Civ,Loooong Raaaaaange,Testbed,,Distinctive,https://en.wikipedia.org/wiki/Pratt_%26_Whitney
4D02F6,LX-STN,Private,Aero L-39 C,L39,Civ,Do A Barrel Roll,Pass The Sick Bag,,Distinctive,https://en.wikipedia.org/wiki/Aero_L-39_Albatros
473B2E,2-SOAR,Private,Aerospatiale Alouette Astazou SA.318C,ALO3,Civ,Hot And High,Helicopter,,Distinctive,https://en.wikipedia.org/wiki/A%C3%A9rospatiale_Alouette_II
403348,G-BTAK,Private,Amateur Built Acrosport II,ACR2,Civ,Biplane,Homebrew,,Distinctive,https://en.wikipedia.org/wiki/Acro_Sport_II
4063F1,G-ASCH,Private,Auster Aircraft Beagle A.61 Terrier 2,AUS6,Civ,Rejuvenated,Highwing,,Distinctive,https://en.wikipedia.org/wiki/Beagle_Terrier
401416,G-AIBW,Private,Auster J/1N Alpha,J1,Civ,Highwing,I Am Old,,Distinctive,https://en.wikipedia.org/wiki/Auster_Autocrat
43EDEE,2-YOLO,Private,Cirrus Jet Vision SF50,SF50,Civ,Backpack Tadpole V-Jet,Shiny,,Distinctive,https://cirrusaircraft.com/aircraft/vision-jet
A9702C,N707SN,Private,Cirrus Jet Vision SF50,SF50,Civ,Backpack Tadpole V-Jet,Shiny,,Distinctive,https://cirrusaircraft.com/aircraft/vision-jet
407B7D,G-MRKM,Private,CubCrafters Carbon Cub CCK-1865,PA18,Civ,To Be Faaaaaaaaaaaaaaaaaaair,STOL,,Distinctive,https://en.wikipedia.org/wiki/CubCrafters_Carbon_Cub_EX
406FD2,G-EVMK,Private,DHC-2 Beaver U-6A,DHC2,Civ,Radial Engine,Highwing,,Distinctive,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver
A5782B,N4510,Private,Grob G-520 Egrett,EGRT,Civ,Hiiiiiigh In The Sky,All About That Wingspan,,Distinctive,https://en.wikipedia.org/wiki/Grob_G_520
A68959,N520EG,Private,Grob G-520 Egrett,EGRT,Civ,Hiiiiiigh In The Sky,All About That Wingspan,,Distinctive,https://en.wikipedia.org/wiki/Grob_G_520
3D5C89,D-FHHH,Private,Grob G-520 T Egrett,EGRT,Civ,Hiiiiiigh In The Sky,All About That Wingspan,,Distinctive,https://www.airhistory.net/photos/0167362.jpg
4B2F1A,HB-RVU,Private,Hawker Hunter F.58,HUNT,Civ,Old,Fighter,,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
407336,G-RHOD,Private,Just Aircraft Super STOL,ZZZZ,Civ,To Be Faaaaaaaaaaaaaaaaaaair,STOL,,Distinctive,https://justaircraft.com
147B73,RA-31603,Private,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
71D288,HL9288,Private,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
71D290,HL9290,Private,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
71D475,HL9475,Private,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,,Distinctive,https://en.wikipedia.org/wiki/Kamov_Ka-27
