$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
06A014,A7-HHJ,Qatar Amiri Flight,Airbus ACJ319-133X,A319,Gov,Dictator Alert,Tamim bin Hamad Al Thani,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
06A18D,A7-HSJ,Qatar Amiri Flight,Airbus ACJ320-232SL,A320,Gov,Dictator Alert,Tamim bin Hamad Al Thani,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
06A0A4,A7-MBK,Qatar Amiri Flight,Airbus ACJ320-232X,A320,Gov,Dictator Alert,Tamim bin Hamad Al Thani,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
06A2C3,A7-HHF,Qatar Amiri Flight,Boeing 747-BBJ,B748,Gov,Dictator Alert,Tamim bin Hamad Al Thani,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
06A1E4,A7-HBJ,Qatar Amiri Flight,Boeing 747-BBJ,B748,Gov,Dictator Alert,Tamim bin Hamad Al Thani,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
06A0A2,A7-HHE,Qatar Amiri Flight,Boeing 747-BBJ,B748,Gov,Dictator Alert,Tamim bin Hamad Al Thani,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
06A037,A7-AAM,Qatar Amiri Flight,Bombardier Global 6000,GLEX,Gov,Dictator Alert,Tamim bin Hamad Al Thani,,Dictator Alert,https://data.dictatoralert.org/dictatorships
70C07C,555,Royal Air Force of Oman,Airbus ACJ320-214X,A320,Gov,Dictator Alert,Haitham bin Tarik,President4Life,Dictator Alert,https://data.dictatoralert.org/dictatorships
14F118,RA-61720,Russia Special Flight Detachment,Antonov An-148 100EA,A148,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
14F114,RA-61716,Russia Special Flight Detachment,Antonov An-148 100EA,A148,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157711,RA-96017,Russia Special Flight Detachment,Ilyushin IL-96-300,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
15770E,RA-96014,Russia Special Flight Detachment,Ilyushin IL-96-300,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
15770C,RA-96012,Russia Special Flight Detachment,Ilyushin IL-96-300,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157715,RA-96021,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157714,RA-96020,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157713,RA-96019,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157710,RA-96016,Russia Special Flight Detachment,Ilyushin IL-96-300PU,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157716,RA-96022,Russia Special Flight Detachment,Ilyushin Il-96-300PU,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
157766,RA-96102,Russia Special Flight Detachment,Ilyushin IL-96-VVIP,IL96,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
155BEA,RA-89066,Russia Special Flight Detachment,Sukhoi Superjet 100-95B,SU95,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
155BCF,RA-89039,Russia Special Flight Detachment,Sukhoi Superjet 100-95B,SU95,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
155BEB,RA-89067,Russia Special Flight Detachment,Sukhoi Superjet 100-95LR,SU95,Gov,Dictator Alert,Vladimir Putin,,Dictator Alert,https://data.dictatoralert.org/dictatorships
150177,RA-65911,Russia Special Flight Detachment,Tupolev Tu-134A-3,T134,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
150171,RA-65905,Russia Special Flight Detachment,Tupolev Tu-134A-3,T134,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
14FA3A,RA-64508,Russia Special Flight Detachment,Tupolev Tu-204-300,T204,Gov,Dictator Alert,Kim Jong-un,President4Life,Dictator Alert,https://youtu.be/Rsz-_fgWspo
14FC08,RA-64520,Russia Special Flight Detachment,Tupolev Tu-214PU,T204,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
14FC05,RA-64517,Russia Special Flight Detachment,Tupolev Tu-214PU,T204,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
14FC0C,RA-64524,Russia Special Flight Detachment,Tupolev Tu-214SUS,T204,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
14FC0A,RA-64522,Russia Special Flight Detachment,Tupolev Tu-214SUS,T204,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
1557A4,RA-87972,Russia Special Flight Detachment,Yakovlev Yak-40,YK40,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
1557A0,RA-87968,Russia Special Flight Detachment,Yakovlev Yak-40,YK40,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
14FC0B,RA-64523,Russian FSB,Tupolev Tu-214VPU,T204,Gov,Dictator Alert,Vladimir Putin,Vova,Dictator Alert,https://data.dictatoralert.org/dictatorships
710038,HZ-AKF,Saudi Arabian Airlines,Boeing 777,B772,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
710190,HZ-MF9,Saudi Arabian Government,Boeing 777-ER,B77W,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
7101E3,HZ-MF2,Saudi Ministry of Finance,Boeing 737-BBJ,B737,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
710100,HZ-MF1,Saudi Ministry of Finance,Boeing 737-BBJ,B737,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
71022B,HZ-MF6,Saudi Ministry of Finance,Boeing 737NG,B739,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
A7CAD8,HZMF9,Saudi Ministry of Finance,Boeing 777-ER,B77W,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
71019B,HZ-MF8,Saudi Ministry of Finance,Boeing 787-BBJ,B788,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
710195,HZ-MF7,Saudi Ministry of Finance,Boeing 787-BBJ,B788,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
7101F0,HZ-MF5,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
7101E9,HZ-MF4,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
7101E7,HZ-MF3,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
71002D,HZ-SK1,Saudi Ministry of Finance,Gulfstream G400SP,GLF4,Gov,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
710096,HZ-AS45,Saudi Royal Flight,Airbus A320-200,A320,Civ,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
710094,HZ-AS44,Saudi Royal Flight,Airbus A320-200,A320,Civ,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
710277,HZ-AS99,Saudi Royal Flight,Airbus ACJ318-100,ACJ3,Civ,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
71010B,HZ-124,Saudi Special Flight Services,Airbus A340-200,A342,Civ,Dictator Alert,Mohammed bin Salman,AbsoluteRuler4Life,Dictator Alert,https://tinyurl.com/ykwkpu5n
896063,A6-ESH,Sharjah Rulers Flight,Airbus ACJ319-132,A319,Gov,Dictator Alert,Mohammed bin Rashid Al Maktoum,,Dictator Alert,https://data.dictatoralert.org/dictatorships
896436,A6-SHJ,Sharjah Rulers Flight,Airbus ACJ320-232XSL,A320,Gov,Dictator Alert,Mohammed bin Rashid Al Maktoum,,Dictator Alert,https://data.dictatoralert.org/dictatorships
51100D,STPRM,Sudanese Police Air Wing,Antonov An-72,AN72,Gov,Dictator Alert,Sovereignty Council,Cheburashka,Dictator Alert,https://data.dictatoralert.org/dictatorships
778561,YKAKA,Syrianair,Airbus A320-232,A320,Gov,Dictator Alert,Bashar al-Assad,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
4B8681,TC-ATA,Turkish Government,Gulfstream G-IV,GLF4,Gov,Recep Tayyip Erdoğan,Dictator Alert,Free and Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
4b9030,TC-DAP,Turkish Government,Gulfstream G550,GLF5,Gov,Recep Tayyip Erdoğan,Dictator Alert,Free and Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
4B8C4B,TC-CBK,Turkish Government,Gulfstream G550,GLF5,Gov,Recep Tayyip Erdoğan,Dictator Alert,Free and Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
0D80A4,YV1129,Venezuela Government,Dassault Falcon 50,FA50,Gov,Dictator Alert,Nicolas Maduro,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
0D8032,207,Venezuelan Air Force,Boeing 737,B732,Gov,Dictator Alert,Nicolas Maduro,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
0D8034,YV2165,Venezuelan Air Force,Dassault Falcon 50,FA50,Gov,Dictator Alert,Nicolas Maduro,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
3CE2D2,YV3083,Venezuelan Air Force,Dornier Do 228-212,D228,Gov,Dictator Alert,Nicolas Maduro,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
3CC011,YV3000,Venezuelan Air Force,Dornier Do 228-NG,D228,Gov,Dictator Alert,Nicolas Maduro,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
0D8373,YV2984,Venezuelan Government,Airbus ACJ319-133X,A319,Gov,Dictator Alert,Nicolas Maduro,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships
406C5D,G-OSRB,2 Excel Aviation,Boeing 727-2S2F,B722,Civ,Specialist,Oil Spill Dispersal,Old,Distinctive,https://www.2excelaviation.com/our-activity
4069E7,G-OSRA,2 Excel Aviation,Boeing 727-2S2F,B722,Civ,Specialist,Oil Spill Dispersal,Old,Distinctive,https://www.2excelaviation.com/our-activity
406D43,G-COXI,ABD Networks LLP,Xtremeair Sbach XA-42,XA42,Civ,Umlimited Aerobatics,Speed,Luxury,Distinctive,https://en.wikipedia.org/wiki/XtremeAir_Sbach_342
AA4395,N760X,Aerotechnics Aviation,MS.760 Paris,MS76,Civ,Quads,Training Wheels,Four Seats,Distinctive,https://en.wikipedia.org/wiki/Morane-Saulnier_MS.760_Paris
4B3E7A,HB-XRE,Air Glaciers,Aerospatiale Lama SA.315B,LAMA,Civ,Hiiiiiigh In The Sky,Choppa,Mountain Goat,Distinctive,https://verticalmag.com/features/the-mountain-king
34314C,EC-404,Airbus Defence and Space Division,Airbus Military A400M Atlas C1,A400,Mil,Testbed,Specialist,Experimental,Distinctive,https://aibfamily.flights/A400m/004
3C1230,D-AVXB,Airbus SE,Airbus A321-251NSL,A21N,Civ,Not A Bus,Testbed,NEO,Distinctive,https://www.planespotters.net/photo/825001/d-avxb-airbus-industrie-airbus-a321-251n
394A65,F-GSTF,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,Oversize Cargo,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A63,F-GSTD,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,Oversize Cargo,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A62,F-GSTC,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,Oversize Cargo,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A61,F-GSTB,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,Oversize Cargo,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
394A60,F-GSTA,Airbus Transport Intl,Airbus A300 B4-608ST Beluga,A3ST,Civ,Absolute Unit,Beluga,Oversize Cargo,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga
395D68,F-GXLI,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,Smiley Face,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga_XL
395D67,F-GXLH,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,Smiley Face,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga_XL
38FCBB,F-GXLG,Airbus Transport Intl,Airbus A330-743L Beluga XL,A337,Civ,Absolute Unit,Beluga XL,Smiley Face,Distinctive,https://en.wikipedia.org/wiki/Airbus_Beluga_XL
4B3F1E,HB-XXM,Alouette Swiss,Aerospatiale Alouette III SE.316B,ALO3,Civ,Choppa,I Am Old,Smiley Face,Distinctive,https://en.wikipedia.org/wiki/A%C3%A9rospatiale_Alouette_III
4B2F17,HB-RVR,Amici dell Hunter,Hawker Hunter T68,HUNT,Civ,Jet Fighter,Transonic,Historic,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
50802D,UR-74010,Antonov Airlines,Antonov An-74TK-200,AN72,Gov,Odd,Chonky Boy,Cheburashka,Distinctive,https://en.wikipedia.org/wiki/Antonov_An-74
44F692,ST-02,Belgian Air Component,SIAI-Marchetti SF.260,F260,Mil,Ciao,Aerobatics,Do A Barrel Roll,Distinctive,https://en.wikipedia.org/wiki/SIAI-Marchetti_SF.260
A046CB,N117GA,Berlin Airlift Historical Foundation,Boeing C-97G Stratofreighter,C97,Civ,Old Stuff,Angel of Deliverance,,Distinctive,http://www.spiritoffreedom.org/yc97a.html
A25952,N250UT,Beta Air,Beta Air Alia-250,ZZZZ,Civ,VTOL,Prototype,From The Future,Distinctive,https://www.beta.team/aircraft/
AA90A0,N780BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
AA0CA7,N747BC,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
A999DF,N718BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
A25188,N249BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter
AA340A,N757A,Boeing,Boeing 757,B752,Civ,Testbed,Radar,Catfish,Distinctive,https://www.thisdayinaviation.com/tag/n757a/
A4EC77,N416X,Boeing,Candair T33 Mk3,T33,Civ,Testbed,Radar,One Ping Only Vasily,Distinctive,https://cdn.jetphotos.com/full/6/17868_1607897976.jpg
A043C4,N116PB,Corporate,Cirrus Jet Vision SF50,SF50,Civ,Safe Return,CAPS,Backpack Tadpole V-Jet,Distinctive,https://cirrusaircraft.com/aircraft/vision-jet
400D37,G-NFLA,Cranfield University,BAe-3102 Jetstream 31,JS31,Civ,Vomit Comet,Flying Classroom,,Distinctive,https://www.aerosociety.com/news/a-lesson-in-the-flying-classroom
407B4E,G-NFLB,Cranfield University,Saab 340B,SF34,Civ,Vomit Comet,Flying Classroom,Students,Distinctive,https://www.aero-mag.com/national-flying-laboratory-centre-saab-340b/
4079EC,G-NXTE,Electroflight,Electric NXT,NXTE,Civ,Batteries,Spirit of Innovation,The Future,Distinctive,https://www.bbc.co.uk/news/business-57747128
AA0D27,N747GF,General Electric,Boeing 747,B744,Civ,5 Engines,Testbed,Funny Looking,Distinctive,https://cdn.airplane-pictures.net/images/uploaded-images/2019/8/17/1224376.jpg
A03ECF,N115AJ,Google,Dassault-Breguet Alpha Jet,AJET,Civ,Cool,Fighter,,Distinctive,https://www.businessinsider.com/2008/10/the-newest-google-plane-is-a-fighter-jet-?r=US&IR=T
43C925,PP-XHH,Hawker Hunter Aviation,Hawker Hunter T72,HUNT,Mil,Jet Fighter,Transonic,XE688,Distinctive,https://hunterteam.com
AA34CE,N757HW,Honeywell Intl,Boeing 757,B752,Civ,5 Engines,Testbed,,Distinctive,https://simpleflying.com/a-look-at-honeywells-bizarre-boeing-757-flight-test-aircraft/
403AF7,G-BWGF,Horizon Flight Training,BAC Jet Provost T5A,JPRO,Civ,Jet Trainer,Used To Have A Prop,Flying Rust Bucket,Distinctive,https://www.horizonaircraftservices.com
4B2F1B,HB-RVV,Hunter Flying Group,Hawker Hunter T68,HUNT,Civ,Jet Fighter,Transonic,Historic,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
4067A7,G-DLFN,Hunter Flying Ltd,Aero L-29 Delfin,L29,Civ,Da Comrade,Jet Trainer,Must Be Nice,Distinctive,https://en.wikipedia.org/wiki/Aero_L-29_Delf%C3%ADn
4B2F18,HB-RVS,Hunter Verein Obersimmental,Hawker Hunter F58,HUNT,Civ,Jet Fighter,Transonic,Historic,Distinctive,https://en.wikipedia.org/wiki/Hawker_Hunter
A05562,N120TG,Intl Air Response,L-100 Hercules,C130,Civ,Drone Catcher,Gremlin,,Distinctive,https://theaviationist.com/2021/11/09/x-61a-gremlin-first-inflight-recovery/
A89BB0,N654BA,Janet Airlines,B200 Super King Air,BE20,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A8B80A,N661BA,Janet Airlines,B200 Super King Air,BE20,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A8BBC1,N662BA,Janet Airlines,B200 Super King Air,BE20,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
ADCE1A,N989RR,Janet Airlines,B350C Super King Air,B350,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
AC96DF,N910CB,Janet Airlines,B350C Super King Air,B350,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A19122,N20RA,Janet Airlines,Beechcraft 1900,B190,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A822DA,N623RA,Janet Airlines,Beechcraft 1900,B190,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A3685D,N319BD,Janet Airlines,Boeing 737NG,B736,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
ABF0FD,N869HH,Janet Airlines,Boeing 737NG,B736,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
ABCAC9,N859WP,Janet Airlines,Boeing 737NG,B736,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A2B320,N273RH,Janet Airlines,Boeing 737NG,B736,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A4207F,N365SR,Janet Airlines,Boeing 737NG,B736,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A2EC0C,N288DP,Janet Airlines,Boeing 737NG,B736,Gov,Area 51,Tonopah Test Range,Little Green Men,Distinctive,https://en.wikipedia.org/wiki/Janet_(airline)
A4B50C,N402LC,Lynden Air Cargo,C-130H Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
A4CF0D,N409LC,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
A4CB56,N408LC,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
4850BA,P4-LAC,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
4850AD,P4-LAS,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
898080,P2-LAD,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
484497,P4-LAE,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,http://www.lynden.com/lac
406C65,G-JWMA,Martin Baker Aircraft,Gloster Meteor T7,METR,Civ,Ejector Seat,Jump Johnny Jump,WWII Jet Fighter,Distinctive,https://martin-baker.com
A136FE,N178B,Missile Defence Agency,Grumman GII,GLF2,Gov,Dept of Defence,ICBM,Trackball,Distinctive,https://www.mda.mil
508056,UR-74026,Motor Sich Aviakompania,Antonov An-74TK-200,AN72,Civ,Odd,Chonky Boy,Cheburashka,Distinctive,https://en.wikipedia.org/wiki/Antonov_An-74
ABBECF,N856NA,NASA,AeromotAMT-200S TG-14A Super Ximango,RF10,Gov,Sce To Aux,Motor Glider,All About That Wingspan,Distinctive,https://www.nasa.gov
A65530,N507NU,NASA,AeroVironmentAN/FQM-117b,UAV,Gov,Sce To Aux,UAV,Ames Research Center,Distinctive,https://www.nasa.gov
A65179,N506NU,NASA,AeroVironmentAN/FQM-117b,UAV,Gov,Sce To Aux,UAV,Ames Research Center,Distinctive,https://www.nasa.gov
AAE6C1,N801NA,NASA,B200 Super King Air,BE20,Gov,Sce To Aux,Mission Support,Research,Distinctive,https://www.nasa.gov
AADE58,N8NA,NASA,B200 Super King Air,BE20,Gov,Sce To Aux,Mission Support,Research,Distinctive,https://www.nasa.gov
A95109,N7NA,NASA,B200 Super King Air,BE20,Gov,Sce To Aux,Mission Support,Research,Distinctive,https://www.nasa.gov
A6AB8A,N529NA,NASA,B200 Super King Air,BE20,Gov,Sce To Aux,Mission Support,Research,Distinctive,https://www.nasa.gov
A6B008,N53W,NASA,B200C Super King Air,BE20,Gov,Sce To Aux,Airborne Science,Wallops Flight Facility,Distinctive,https://airbornescience.nasa.gov/program/airborne_missions
ABE297,N865NA,NASA,Beech NT-34C Turbo Mentor,T34T,Gov,Sce To Aux,Photography,Chase Plane,Distinctive,https://www.nasa.gov
A7D391,N603NA,NASA,Beech T-34C Turbo Mentor,T34T,Gov,Sce To Aux,Photography,Chase Plane,Distinctive,https://www.nasa.gov
A4EB97,N416NA,NASA,Bell UH-1B Iroquois,UH1,Gov,Sce To Aux,Recovery,Wallops Flight Facility,Distinctive,https://www.nasa.gov
A4FCCC,N420NA,NASA,Bell UH-1H Iroquois,UH1,Gov,Sce To Aux,Recovery,Wallops Flight Facility,Distinctive,https://www.nasa.gov
A4F305,N418NA,NASA,Bell UH-1H Iroquois,UH1,Gov,Sce To Aux,Recovery,Wallops Flight Facility,Distinctive,https://www.nasa.gov
A4EF4E,N417NA,NASA,Bell UH-1H Iroquois,UH1,Gov,Sce To Aux,Recovery,Wallops Flight Facility,Distinctive,https://www.nasa.gov
AD120C,N941NA,NASA,Boeing 377-SGT-201,SGUP,Gov,Sce To Aux,Super Guppy,Rocket Transporter,Distinctive,https://en.wikipedia.org/wiki/Aero_Spacelines_Super_Guppy
AA0DB8,N747NA,NASA,Boeing 747-SP,B74S,Gov,Sce To Aux,SOFIA,Flying Telescope,Distinctive,https://www.sofia.usra.edu/
A698F7,N524NA,NASA,Dassault HU-25A Guardian,FA20,Gov,Sce To Aux,Remote Sensing,Satellite Support,Distinctive,https://www.nasa.gov
ADFE2D,2112,NASA,Dassault HU-25C Guardian,FA20,Gov,Sce To Aux,Remote Sensing,Satellite Support,Distinctive,https://www.nasa.gov
A7E26D,N607NA,NASA,DHC-6 Twin Otter 100,DHC6,Gov,Sce To Aux,Airborne Science,Testbed,Distinctive,https://www.nasa.gov
AB248A,N817NA,NASA,Douglas DC-8 72,DC87,Gov,Sce To Aux,I Am Old,Armstrong Flight Research Center,Distinctive,https://www.nasa.gov/centers/armstrong/home/index.html
A536DE,N435NA,NASA,Eurocopter EC135,EC35,Gov,Sce To Aux,Astronauts,Shuttle Landing Facility,Distinctive,https://www.nasa.gov
A50F5F,N425NA,NASA,Eurocopter EC135,EC35,Gov,Sce To Aux,Astronauts,Shuttle Landing Facility,Distinctive,https://www.nasa.gov
AC6082,N897NA,NASA,F-15D Eagle,F15,Gov,Sce To Aux,Mission Support,Armstrong Flight Research Center,Distinctive,https://www.nasa.gov
AC3195,N885NA,NASA,F-15D Eagle,F15,Gov,Sce To Aux,Mission Support,Armstrong Flight Research Center,Distinctive,https://www.nasa.gov
AC2DDE,N884NA,NASA,F-15D Eagle,F15,Gov,Sce To Aux,Mission Support,Armstrong Flight Research Center,Distinctive,https://www.nasa.gov
ACDD0F,N928NA,NASA,General Dynamics WB-57F Canberra,WB57,Gov,Sce To Aux,High Altitude,All About That Wingspan,Distinctive,https://www.nasa.gov
ACD5A1,N926NA,NASA,General Dynamics WB-57F Canberra,WB57,Gov,Sce To Aux,High Altitude,All About That Wingspan,Distinctive,https://www.nasa.gov
AAEA78,N802NA,NASA,Grumman C-20A,GLF3,Gov,Sce To Aux,UAVSAR,Synthetic Aperture,Distinctive,https://www.nasa.gov
A68A1B,N520NA,NASA,Grumman C-20B,GLF3,Gov,Sce To Aux,UAVSAR,Synthetic Aperture,Distinctive,https://www.nasa.gov
