$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
400E22,G-ZEXL,The Blades,Extra EA-300,E300,Ci3v,Do A Barrel Roll,Display Team,Aerobatics,Aerobatic Teams,https://theblades.com
