$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
A1DF3E,N22G,Goodyear Tire & Rubber Company,Gulfstream G150,Civ,Vulcanization,Blimp,Tyres,As Seen on TV,https://w.wiki/4$EU,
