$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3,#ImageLink4
400E22,G-ZEXL,The Blades,Extra EA-300,E300,Ci3v,Do A Barrel Roll,Display Team,Aerobatics,Aerobatic Teams,https://theblades.com,https://cdn.jetphotos.com/full/6/11857_1560803619.jpg,https://cdn.jetphotos.com/full/6/65051_1560028730.jpg,https://cdn.jetphotos.com/full/5/51405_1558969800.jpg,
